subject,year,topic,exam,exercise,statement
MATES_CCSS,2010,Funciones CCSS,Junio,"Ejercicio 2, Opción B","Calcule las derivadas de las siguientes funciones:
3x
e
1+x?
a) f(x)=
b) g(2)=In(x(1+3x?))
0) h(x)=2** yl
x
SOCIALES Il. 2010. JUNIO. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2010,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción A","En una empresa han hecho un estudio sobre la rentabilidad de su inversión en publicidad, y han
llegado a la conclusión de que el beneficio obtenido, en miles de euros, viene dado por la
expresión: B(x)=0.5x?-4x+6 , siendo x la inversión en publicidad, en miles de euros, con x
en el intervalo [0,10] .
a) ¿Para qué valores de la inversión la empresa tiene pérdidas?.
b) ¿Cuánto tiene que invertir la empresa en publicidad para obtener el mayor beneficio
posible?.
c) ¿Cuál es el beneficio si no invierte nada en publicidad?. ¿Hay algún otro valor de la
inversión para el cual se obtiene el mismo beneficio?.
SOCIALES II. 2010. RESERVA 1. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2010,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción B","2
Sea la función f(x)= x
x?-4x+5 si x>1
si x<1
a) Estudie la continuidad y la derivabilidad de la función.
b) Represéntela gráficamente.
SOCIALES Il. 2010. RESERVA 1. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2010,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción A","x9-x?+2 si -1<x<s0 =x?+x+2 si -1<x<0
f(x) -| o Ix)=
=xi-x?+2 si 0<x<1l =x?-x+2 si 0<x<s1l
a) Estudie la continuidad y la derivabilidad de la función fen x=0.
b) Estudie la continuidad y la derivabilidad de la función h en x=0.
e) Si las dos funciones anteriores representan el perfil de un arco puntiagudo de una catedral y
el de un arco redondeado (sin picos) de un túnel, indique, razonadamente, la que corresponde a
la catedral y la que corresponde al túnel.
SOCIALES Il. 2010. RESERVA 2. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2010,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción B","El gerente de una empresa sabe que los beneficios de la misma, f(x), dependen de la inversión,
x, según la función: f(x)=-x*+11lx-10 .
(x es la cantidad invertida, en millones de euros)
a) Determine los valores de la inversión para los que la función beneficio es no negativa.
b) Halle el valor de la inversión para el cual el beneficio es máximo. ¿A cuánto asciende éste?.
c) ¿Entre qué valores ha de estar comprendida la inversión para que el beneficio sea creciente,
sabiendo que éste es no negativo?.
SOCIALES Il. 2010. RESERVA 2. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2010,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción A","si x<0
Sea la función definida por f(x)=4x*-4x* si 0<x<4
4
l-— si x>4
x
a) Estudie su continuidad y derivabilidad.
b) Determine la ecuación de la recta tangente a la gráfica de la función en el punto de abscisa
x=2.
SOCIALES Il. 2010. RESERVA 3. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2010,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción B","Un depósito lleno de agua se vacía por un sumidero que tiene en la parte baja. El volumen de
agua, en m?”, que hay en cada momento en el depósito, desde que empieza a vaciarse, viene dado
2
1
por la función V (£) =8—t+ 32 donde t es el tiempo en minutos.
a) ¿Cuál es la capacidad del depósito?.
b) ¿Cuánto tiempo tarda en vaciarse?.
c) Represente gráficamente la función V (£).
d) Calcule la derivada de esa función en £=8 e interprete su significado.
SOCIALES Il. 2010. RESERVA 3. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2010,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción A","Sea la función f(x)=2x?+ax+b
a) Determine los valores de a y b sabiendo que su gráfica pasa por el punto (1,3) y alcanza un
extremo local en el punto de abscisa x =-2.
b) Tomando a=8 y b=-—10 deduzca la curvatura de su gráfica, el valor mínimo que alcanza
la función y los valores donde la función se anula.
SOCIALES II. 2010. RESERVA 4. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2010,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción B","a) Calcule las derivadas de las siguientes funciones:
r9-|
2-5x Y 1-2
= ») + a ; g(0)=(3x+2)'-In(1+x?)
b) Halle las asíntotas y los puntos de corte con los ejes de h(x) = 1+2x
SOCIALES Il. 2010. RESERVA 4. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2010,Funciones CCSS,Septiembre,"Ejercicio 2, Opción A","Un consultorio médico abre a las 5 de la tarde y cierra cuando no hay pacientes.
La expresión que representa el número medio de pacientes en función del tiempo en horas, £, que
lleva abierto el consultorio es N(t)=4t—+1? .
a) ¿A qué hora el número medio de pacientes es máximo? ¿Cuál es ese máximo?.
b) Sabiendo que el consultorio cierra cuando no hay pacientes, ¿a qué hora cerrará?.
c) Represente gráficamente N(t)=4t1—t? ,con N(£)>0 .
SOCIALES Il. 2010. SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2010,Funciones CCSS,Septiembre,"Ejercicio 2, Opción B","=x?-2ax+3 si xs1
ax*-6x+5 si x>1
Sea la función: f(x)= |
a) Calcule el valor de “a” para que f sea continua en x=1.
b) Para a=1, represente su gráfica y, a la vista de ella, indique su monotonía y las coordenadas
de sus extremos locales.
SOCIALES Il. 2010. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2011,Funciones CCSS,Junio,"Ejercicio 2, Opción A","er
Ex? +2)”
b) Se sabe que la expresión que representa el número medio de clientes N(t) que acuden un
día a una cadena de almacenes, en función del número de horas f que llevan abiertos, es
a) Calcule la función derivada de f(x)=
N(t)=a-t?+b-t,0<t<8 , a,beR.
Sabiendo que el máximo de clientes que han acudido ese día ha sido de 160 y que se ha
producido a las 4 horas de abrir, calcule a y b.
SOCIALES H. 2011. JUNIO. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2011,Funciones CCSS,Junio,"Ejercicio 2, Opción B","Las funciones 1(t)=-21?+51£f y G(t)=t?-31+96 con 0<f<8 representan,
respectivamente, los ingresos y gastos de una empresa, en miles de euros, en función de los
años, £ , transcurridos desde su inicio y en los últimos 18 años.
a) ¿Para qué valores de £, desde su entrada en funcionamiento, los ingresos coincidieron con los
gastos?
b) Determine la función que refleje los beneficios (ingresos menos gastos) en función de f y
represéntela gráficamente.
Cc) ¿Al cabo de cuántos años, desde su entrada en funcionamiento ,los beneficios fueron
máximos?. Calcule el valor de ese beneficio.
SOCIALES Il. 2011. JUNIO. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2011,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción A","si x<2
Sea la función f(x)= = si 2<x<4
x
x*-4x+1 si x>4
a) Estudie la continuidad y la derivabilidad de f.
b) Determine los extremos locales de f.
c) Calcule la ecuación de la recta tangente a la gráfica de la función en el punto de abscisa
x=3.
SOCIALES Il. 2011. RESERVA 1. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2011,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción B","Calcule las derivadas de las siguientes funciones:
2 +x? 5
3x x*-2
f(x)= : go =(+1) n(e*+4) ; m)=
x
SOCIALES Il. 2011. RESERVA 1. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2011,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción A","Tras un test realizado a un nuevo modelo de automóvil, se ha observado que el consumo de
gasolina,c(x) , expresado en litros, viene dado por la función
c(x)=7.5—0.05x +0.00025x ?
siendo x la velocidad en Km/h y 25< x <175
a) Determine el consumo de gasolina a las velocidades de 50 Km/h y 150 Km/h.
b) Estudie el crecimiento y decrecimiento de la función c(x).
Cc) ¿A qué velocidades de ese intervalo se obtiene el mínimo consumo y el máximo consumo y
cuáles son éstos?.
SOCIALES Il. 2011. RESERVA 2. EJERCICIO 2. OPCIÓN A"
Mates CCSS,2011,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción B","Se considera la función dada por f(x)=
si x>0
x-2
a) Estudie la continuidad y la derivabilidad de f.
b) Halle las ecuaciones de las asíntotas de esta función.
SOCIALES IT. 2011. RESERVA 2. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2011,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción A","Un banco lanza al mercado un plan de inversión cuya rentabilidad R(x), en miles de euros,
viene dada en función de la cantidad, x, que se invierte, también en miles de euros, por la
siguiente expresión:
R(x)=-0.001x?+0.4x+3.5 con x>10
a) Calcula la rentabilidad para una inversión de 100000 euros.
b) Deduzca y razone qué cantidad habría que invertir para obtener la máxima rentabilidad.
C) ¿Qué rentabilidad máxima se obtendría?.
SOCIALES Il. 2011. RESERVA 3. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2011,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción B","1-2x? si x<1l
Sea la función f(x)=% x*-2ax+3 si 1<x<3
—=x?4+8x-15 si x>3
a) Calcule el valor de a para que f sea continua enx=1.
b) Para a=2 estudie la continuidad y la derivabilidad de f.
SOCIALES Il. 2011. RESERVA 3. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2011,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción A","El beneficio, en miles de euros, alcanzado en una tienda de ropa el pasado año, viene dado por
la función B(t) expresada a continuación
1
=1P-1t45 si 0<St<6
B(t)= , £ es el tiempo transcurrido en meses
a si 6<t<12
a) Estudie la derivabilidad de la función al cabo de 6 meses.
b) ¿Cuándo fue mínimo el beneficio?. ¿Cuál fue dicho beneficio?.
c) Represente gráficamente la función B(t). ¿Cuándo fue máximo el beneficio?. ¿A cuánto
ascendió?.
SOCIALES IT. 2011. RESERVA 4. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2011,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción B","a) La gráfica de la función derivada, f ?, de una función f es una parábola que corta al eje OX en
los puntos (-1,0) y (3,0), y tiene su vértice en (1,-4).
Estudie, a partir de ella, la monotonía de la función f e indique la abscisa de cada extremo
relativo.
b) Halle la ecuación de la recta tangente a la gráfica de la función g(x)=-—2e** en el punto de
abscisa x=0
SOCIALES Il. 2011. RESERVA 4. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2011,Funciones CCSS,Septiembre,"Ejercicio 2, Opción A","4x
2x+1
b) Halle los intervalos de monotonía, los extremos relativos, los intervalos de curvatura y los
puntos de inflexión de la función g(x)=x*+3x*+3x.
SOCIALES Il. 2011. SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2011,Funciones CCSS,Septiembre,"Ejercicio 2, Opción B","x?-3x+4 si x<2
Sea la función f(x)=
a .
=— six>2
x
a) Halle el valor de a para que dicha función sea continua y estudie la derivabilidad de f para
ese valor de a.
b) Para a=1, ¿existe alguna asíntota vertical de esa función? ¿Y horizontal?. Razone las
respuestas y calcule, en caso afirmativo, dichas asíntotas.
SOCIALES Il. 2011. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2012,Funciones CCSS,Junio,"Ejercicio 2, Opción A","SELECTIVIDAD
ax?+3x si x<2
x?—bx-4 si x>2
a) Sea la función f(x)=
Determine los valores de a y b, para que la función f sea derivable en x=2.
2
b) Calcule la ecuación de la recta tangente a la gráfica de la función g(x)= Y+ A en el punto
x
de abscisa x=0. )
SOCIALES IT. 2012. JUNIO. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2012,Funciones CCSS,Junio,"Ejercicio 2, Opción B","Se estima que el beneficio de una empresa, en millones de euros, para los próximos 10 años
. o at-t? si 0<t<6 . . .
viene dado por la función B(t)= . , Siendo t el tiempo transcurrido en
2£ si 6<t<10
años.
a) Calcule el valor del parámetro a para que B sea una función continua.
b) Para a=8 represente su gráfica e indique en qué períodos de tiempo la función crecerá o
decrecerá.
c) Para a=8 indique en qué momento se obtiene el máximo beneficio en los primeros 6 años y
a cuánto asciende su valor.
SOCIALES Il. 2012. JUNIO. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2012,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción A","De la función f se sabe que su función derivada es f '(x)=3x?—8x+5
a) Estudie la monotonía y la curvatura de f.
b) Sabiendo que la gráfica pasa por el punto (1,1), calcule la ecuación de la recta tangente en
dicho punto.
SOCIALES Il. 2012. RESERVA 1. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2012,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción B","a) Dada la función f(x)=2x*+ax+b, determine los valores de a y b sabiendo que su gráfica
pasa por el punto (1,3) y alcanza un extremo en x =-2
b) Calcule la ecuación de la recta tangente a la función g(x)=3x?-—2x+1, en el punto de
abscisa x=1.
SOCIALES Il. 2012. RESERVA 1. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2012,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción A","ax
a) Para la función f definida de la forma f(x)= pb? determine, razonadamente, los valores
x+
de a y b sabiendo que tiene como asíntota vertical la recta de ecuación x =-2 y como asíntota
horizontal la de ecuación y =3.
b) Para la función g, definida de la forma g(x)=x*-3x?+2, determine: su dominio, sus
intervalos de crecimiento y de decrecimiento y sus extremos relativos. Con esos datos haga un
esbozo de su gráfica.
SOCIALES Il. 2012. RESERVA 2. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2012,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción B","ax*-2x si x<2
Sea la función f(x)=3x y
3 -b si x>2
a) Calcule a y b para que la función sea continua en todo su dominio y presente un mínimo en
x=1
b) Represente gráficamente la función para a=1.5 y b=0.5
SOCIALES Il. 2012. RESERVA 2. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2012,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción A","Se considera la función f(x)=1- 2
x+2
a) Determine la monotonía y curvatura de la función
b) Calcule sus asíntotas
c) Represéntela gráficamente.
SOCIALES II. 2012. RESERVA 3. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2012,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción B","Sea P(t)el porcentaje de células, de un determinado tejido, afectadas por un cierto tipo de
? si 0<t<5
enfermedad transcurrido un tiempo f£, medido en meses: P(t) =4 1001 -— 250
t>5
t4+45
a) Estudie la continuidad de la función P.
b) Estudie la derivabilidad de P en £=5.
c) Estudie la monotonía de dicha función e interprete la evolución del porcentaje de células
afectadas.
d) ¿En algún momento el porcentaje de células afectadas podría valer 50?.
SOCIALES Il. 2012. RESERVA 3. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2012,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción A","Sean dos funciones, f y g, tales que las expresiones de sus funciones derivadas son,
respectivamente, f (x)=x+2 y g'(x)=2
a) Estudie la monotonía de las funciones f y g.
b) De lasa dos funciones f y g , indique, razonadamente, cuál de ellas tiene algún punto en el
que su derivada es nula.
c) ¿Cuál de las funciones f y g es una función polinómica de primer grado? ¿Por qué?.
SOCIALES II. 2012. RESERVA 4. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2012,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción B","Calcule las derivadas de las siguientes funciones:
a) f(x)=e* -In(2x-5)
2x
3
b) 80= 33
O) Mx)=(Bx?+5x-D)*+x?-Inx
SOCIALES Il. 2012. RESERVA 4. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2012,Funciones CCSS,Septiembre,"Ejercicio 2, Opción A","Determine los valores que han de tomar a y b para que la función
=x? 7 si 1
1c0-| * +axr e r< sea derivable en R.
4x-b si x>1
SOCIALES Il. 2012. SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2012,Funciones CCSS,Septiembre,"Ejercicio 2, Opción B","En el mar hay una mancha producida por una erupción submarina. La superficie afectada, en
Km?, viene dada por la función f (£)= = z , Siendo f el tiempo transcurrido desde que
+
empezamos a observarla.
a) ¿Cuál es la superficie afectada inicialmente, cuando empezamos a medirla
b) Estudie si la mancha crece o decrece con el tiempo
c) ¿Tiene algún límite la extensión de la superficie de la mancha?
SOCIALES Il. 2012. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2013,Funciones CCSS,Junio,"Ejercicio 2, Opción A","Los beneficios de una empresa en sus primeros 8 años vienen dados, en millones de euros, por
la función
3
B0= 7-30 +9 0<f<8
donde la variable £ indica el tiempo transcurrido, en años, desde su fundación.
a) Estudie la monotonía y los extremos de B(£).
b) Dibuje la gráfica de B(t) en el intervalo [o, 8] y explique, a partir de ella, la evolución de los
beneficios de esta empresa en sus $ años de existencia.
SOCIALES HI. 2013. JUNIO. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2013,Funciones CCSS,Junio,"Ejercicio 2, Opción B","Sea f(x) una función cuya función derivada, f '(x), tiene por gráfica una parábola que corta
al eje OX en los puntos (-1,0) y (5,0) y con vértice (2,-4).
a) Estudie razonadamente la monotonía de f(x).
b) Determine las abscisas de los extremos relativos de la función f(x).
c) Halla la ecuación de la recta tangente a la grafica de f(x) en el punto de abscisa x=2,
sabiendo que f(2)=5.
SOCIALES Il. 2013. JUNIO. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2013,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción A","si x<0
Estudie la derivabilidad de la función f(x) = 1 si 0<x<3
—=x?+6x+2 si x>3
SOCIALES Il. 2013. RESERVA 1. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2013,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción B","1
Sea la función: f(x)= 2-x
si x<1
x?-6x+6 si x>1
a) Estudie la continuidad y la derivabilidad de la función.
b) Calcule la ecuación de la recta tangente a la gráfica de f(x) en el punto de abscisa x =0.
SOCIALES Il. 2013. RESERVA 1. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2013,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción A","=x?+6x-5 si 2<x<4
=2x+11 si 4<xs<5
a) Estudie la derivabilidad de la función f(x) en el punto de abscisa x=4.
b) Represente gráficamente la función f(x) e indique dónde alcanza su máximo y su mínimo
absolutos. ¿Cuál es el valor del máximo? ¿Y del mínimo?
SOCIALES II. 2013 RESERVA 2. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2013,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción B","Sea la función pue el -2x+3
a) Determine sus máximos y mínimos relativos.
b) Consideremos la función g(x)= f '(x). Calcule la ecuación de la recta tangente a la gráfica
de la función g(x), en el punto de abscisa x=2.
c) Dibuje la gráfica de g(x) y de la recta tangente calculada en b).
SOCIALES Il. 2013 RESERVA 2. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2013,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción A","2x?-12 si x<-3
Sea la función f(x)=;<-x+3 si -3<x<2
x-1 si x>2
a) Estudie la continuidad y derivabilidad de f(x) en su dominio.
b) Determine los intervalos de crecimiento y decrecimiento.
c) Calcule los extremos relativos.
SOCIALES Il. 2013 RESERVA 3. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2013,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción B","Sea la función f(x)=x*-24x?+4x
a) Halle los intervalos de concavidad y convexidad y los puntos de inflexión.
b) Obtenga la ecuación de la recta tangente a la gráfica de en el punto de abscisa x =-—2
c) En el punto de abscisa x=1, ¿la función es creciente o decreciente?
SOCIALES Il. 2013 RESERVA 3. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2013,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción A","Calcule las derivadas de las siguientes funciones:
2 3
x*-—5)
a) f(x) =L
3-x?
b) g(x)=e 7% (x-5x?)
SOCIALES Il. 2013 RESERVA 4. EJERCICIO 2. OPCIÓN A"
Mates CCSS,2013,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción B","x?*-1 si  x<l
Se considera la función f(x)=
—=x?*+4x-3 si x>21
a) Determine el dominio y estudie la continuidad de la función.
b) Obtenga los extremos de la función.
c) Estudie su curvatura.
SOCIALES IT. 2013 RESERVA 4. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2013,Funciones CCSS,Septiembre,"Ejercicio 2, Opción A","En una empresa el número de montajes diarios realizados por un trabajador depende de los
11:+17
25D ,t>1, donde £ es el número de días
+
días trabajados según la función M(t)=
trabajados.
a) ¿Cuántos montajes realiza el primer día? ¿Cuántos días necesitará para realizar cinco
montajes diarios?
b) ¿Qué ocurrirá con el número de montajes diarios si trabajara indefinidamente?
c) El dueño de la empresa cree que el número de montajes aumenta con los días de trabajo.
Estudiando la función, justifique si es cierta dicha creencia.
d) Dibuje la grafica de la función.
SOCIALES Il. 2013. SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2013,Funciones CCSS,Septiembre,"Ejercicio 2, Opción B","x*-bx+1 si x<2
2x+a si x>2
Sea la función f(x)= |
a) Determine los valores de a y b para que dicha función sea continua en x=2 y, además,
tenga un mínimo en x=1.
b) Para a=2 y b=6, determine la ecuación de la recta tangente a la grafica de la función en el
punto de abscisa x=-2.
SOCIALES Il. 2013. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2014,Funciones CCSS,Junio,"Ejercicio 2, Opción A","La función de beneficios f, en miles de euros, de una empresa depende de la cantidad invertida
x, en miles de euros, en un determinado proyecto de innovación y viene dada por
f(x) =-2x?+36x+138 x>0
a) Determine la inversión que maximiza el beneficio de la empresa y calcule dicho beneficio
óptimo.
b) Calcule f '(7) e interprete el signo del resultado.
c) Dibuje la función de beneficios f(x). ¿Para qué valor o valores de la inversión, x, el
beneficio es de 138 mil euros?.
SOCIALES Il. 2014. JUNIO. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2014,Funciones CCSS,Junio,"Ejercicio 2, Opción B","—bx?—bx+a si x<2
Sea la función f definida por f(x) = 60
si x>2
x
a) Obtenga los valores de a y b para que la función sea continua y derivable.
b) Para a=48 y b=3, estudie la monotonía de f(x) y calcule sus extremos.
SOCIALES Il. 2014. JUNIO. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2014,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción A","Sea la función f(x)=x*-3x?+3x.
a) Estudie la monotonía de f y halle los extremos relativos que posea.
b) Estudie su curvatura y calcule su punto de inflexión.
c) Represente la gráfica de la función f.
SOCIALES II. 2014. RESERVA 1. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2014,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción B","(x+1)? si x<1
Sea la función f(x)= 4
= si x>1
x
a) Estudie la continuidad y derivabilidad de la función en su dominio
b) Determine sus asíntotas, en caso de que existan.
e) Calcule la ecuación de la recta tangente a la gráfica de f en el punto de abscisa x=2.
SOCIALES Il. 2014. RESERVA 1. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2014,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción A","Sea la función f(x)=-2x*+a-e""*+bx-1
a) Halle los valores de a y b sabiendo que la función tiene un mínimo en x =0 y que la gráfica
de la función pasa por el punto (0, 0).
b) Para a=0 y b=1, determine la ecuación de la recta tangente a la gráfica de la función en el
punto de abscisa x=-—1.
SOCIALES Il. 2014. RESERVA 2. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2014,Funciones CCSS,Reserva 2,"Ejercicio 2, Opción B","x?-ax+5 si x<0
Sea la función f , definida por f(x)=
—x?*+b si x>20
Determine los valores que han de tomar a y b para que la función f sea derivable en x=0
SOCIALES Il. 2014. RESERVA 2. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2014,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción A","2
Xx
Sea la función dada por f(x)=%+ x+b
x-1
a) Determine los valores de a y b, sabiendo que dicha función es derivable.
b) Para a=2 y b=3, determine la ecuación de la recta tangente a la gráfica de la función f en
el punto de abscisa x=1.
SOCIALES Il. 2014. RESERVA 3. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2014,Funciones CCSS,Reserva 3,"Ejercicio 2, Opción B","El porcentaje de personas que sintonizan un programa de radio que se emite entre las 6 y las 12
horas viene dado, según la hora £, mediante la función
S(t) = 660-2311 +274?-—1£? 6<t<12
a) ¿Qué porcentaje de personas sintonizan el programa al comenzar la emisión? ¿Y al cierre?
b) ¿A qué hora tiene máxima y mínima audiencia? ¿Qué porcentaje de personas sintonizan el
programa a dichas horas?
SOCIALES Il. 2014. RESERVA 3. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2014,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción A","-2x4x ?
x?+1
Sean las funciones: f(x)=(2x?-1)*In(x*) y g(x)=
Determine el valor de f '(-1) y de g'(0)
SOCIALES Il. 2014 RESERVA 4. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2014,Funciones CCSS,Reserva 4,"Ejercicio 2, Opción B","Represente gráficamente la función f(x)=x*-—6x*+12x, estudiando previamente su
dominio, puntos de corte con los ejes, intervalos de monotonía, extremos, intervalos de
concavidad y convexidad y puntos de inflexión.
SOCIALES Il. 2014. RESERVA 4. EJERCICIO 2. OPCIÓN B"
Mates CCSS,2014,Funciones CCSS,Septiembre,"Ejercicio 2, Opción A","Una empresa ha realizado un estudio sobre los beneficios, en miles de euros, que ha obtenido en
los últimos 10 años. La función a la que se ajustan dichos beneficios viene dada por
B(t) =2t* —36t? +162t-6, con 0<t<10.
a) ¿Qué beneficios obtuvo al inicio del periodo (í = 0) y al final del décimo año (t=10).
b) ¿En qué momentos se obtiene el máximo y el mínimo beneficio y cuáles fueron sus cuantías?
SOCIALES II. 2014. SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2014,Funciones CCSS,Septiembre,"Ejercicio 2, Opción B","Sea la función f(x)=-x?+px+q
a) Calcule los valores que deben tener p y q para que la gráfica de la función f pase por el punto
(-4,-—5) y presente un máximo en el punto de abscisa x =—1. Determine el valor de f(x) en
ese punto.
b) Represente la gráfica de fpara p=2 y q=-—1 y halle la ecuación de la recta tangente a esta
gráfica en el punto de abscisa x=-—2.
SOCIALES Il. 2014. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2015,Funciones CCSS,Junio,"Ejercicio 2, Opción A","a) Calcule la derivada de cada una de las siguientes funciones:
3In(x)
fa)=
x?
8(1)=(1-x?) (1? 1)” h(x)=31 734
e
b) Halle las asíntotas de la función p(x)= Tx
3x-12
SOCIALES Il. 2015 JUNIO. EJERCICIO 2. OPCIÓN A"
MATES_CCSS,2015,Funciones CCSS,Junio,"Ejercicio 2, Opción B","x?+2
Se considera la función f(x)=3 8x+a
x-1
a) Determine el valor de a, para que la función sea continua.
b) ¿Para a =-10, es creciente la función en x=3?.
c) Halle sus asíntotas para a =-—10
SOCIALES Il. 2015. JUNIO. EJERCICIO 2. OPCIÓN B"
MATES_CCSS,2015,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción A","Una entidad financiera lanza al mercado un plan de inversión cuya rentabilidad, R(x), en miles
de euros, viene dada por la función
R(x)=-0.001x?+0.5x+2.5 1<x<500
donde x es la cantidad de dinero invertida en miles de euros.
a) Determine qué cantidad de dinero se debe invertir para obtener la máxima rentabilidad.
b) ¿Qué rentabilidad se obtendría con dicha inversión?
Cc) ¿Cuál es la cantidad de dinero para la que se obtiene menor rentabilidad?
SOCIALES Il. 2015 RESERVA 1 EJERCICIO 2. OPCION A"
Mates CCSS,2015,Funciones CCSS,Reserva 1,"Ejercicio 2, Opción B","Zar 12) si x<-—1
Sea la función f(x)=
=x?*+b(x-1) sí x>-1
a) Halle los valores de a y b sabiendo que la función es derivable en x =-1
b) Para a=1 y b=-—1 y obtenga la ecuación de la recta tangente a la gráfica de la función
f(x) en el punto de abscisa x =-2
SOCIALES II. 2015 RESERVA 1 EJERCICIO 2. OPCION B"
