topic|year|exam|exercise|statement
enlace_quimico|2009|Junio|Ejercicio 2 Opción B|"Dada la molécula CCI ,
a) Represéntela mediante estructura de Lewis.
b) ¿Por qué la molécula es apolar si los enlaces están polarizados?.
ce) ¿Por qué a temperatura ambiente el CCI , es líquido y el CI, es sólido?."
enlace_quimico|2009|Reserva 2|Ejercicio 2 Opción A|"Dadas las moléculas CF, y NH,
a) Represente sus correspondientes estructuras de Lewis.
b) Establezca su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
ce) Indique la hibridación del átomo central."
enlace_quimico|2009|Reserva 3|Ejercicio 2 Opcion A|"a) Justifique la naturaleza del enlace que se formará cuando el oxígeno se combine con calcio.
b) Justifique la naturaleza del enlace que se formará cuando el oxígeno se combine con
hidrógeno.
c) ¿Cuál de los dos compuestos formados tendrá mayor punto de fusión? Razone la respuesta."
enlace_quimico|2009|Reserva 4|Ejercicio 3 Opción B|"Para la molécula GeH,:
a) Establezca su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
b) Indique la hibridación del átomo central.
c) Ordene, de forma razonada, de menor a mayor punto de fusión los compuestos CH, y
GeH,."
enlace_quimico|2009|Septiembre|Ejercicio 3 Opción B|"Razone sobre la veracidad o falsedad de las siguientes afirmaciones:
a) La molécula de BF; es apolar aunque sus enlaces están polarizados.
b) El cloruro de sodio tiene menor punto de fusión que el cloruro de cesio.
€) El cloruro de sodio sólido no conduce la corriente eléctrica y el cobre sí."
enlace_quimico|2010|Junio|Ejercicio 2 Opción A|"Supongamos que los sólidos cristalinos NaF , KF , y LiF cristalizan en el mismo tipo de red.
a) Escriba el ciclo de Born-Haber para el NaF.
b) Razone cómo varía la energía reticular de las sales mencionadas.
c) Razone cómo varían las temperaturas de fusión de las citadas sales."
enlace_quimico|2010|Reserva 1|Ejercicio 2 Opción A|"Dadas las moléculas PH, y C1,0:
a) Represente sus estructuras de Lewis.
b) Establezca sus geometrías mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
c) Indique la hibridación del átomo central."
enlace_quimico|2010|Reserva 2|Ejercicio 2 Opción B|"En función del tipo de enlace explique por qué:
a) Una disolución acuosa de Cu(NO;), conduce la electricidad.
b) El SiH , es insoluble en agua y el NaCI es soluble.
c) El punto de fusión del etano es bajo. ."
enlace_quimico|2010|Reserva 3|Ejercicio 3 Opción B|"Para la molécula CH ¿Cl :
a) Establezca su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
b) Razone si es una molécula polar.
c) Indique la hibridación del átomo central."
enlace_quimico|2010|Reserva 4|Ejercicio 3 Opción B|"Dadas las siguientes sustancias: Cu, CaO, I,, indique razonadamente:
a) Cuál conduce la electricidad en estado líquido pero es aislante en estado sólido.
b) Cuál es un sólido que sublima fácilmente.
c) Cuál es un sólido que no es frágil y se puede estirar en hilos o láminas."
enlace_quimico|2010|Junio|Ejercicio 2 Opción A|"Supongamos que los sólidos cristalinos NaF , KF , y LiF cristalizan en el mismo tipo de red.
a) Escriba el ciclo de Born-Haber para el NaF.
b) Razone cómo varía la energía reticular de las sales mencionadas.
c) Razone cómo varían las temperaturas de fusión de las citadas sales."
enlace_quimico|2010|Reserva 1|Ejercicio 2 Opción A|"Dadas las moléculas PH, y C1,0:
a) Represente sus estructuras de Lewis.
b) Establezca sus geometrías mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
c) Indique la hibridación del átomo central."
enlace_quimico|2010|Reserva 2|Ejercicio 2 Opción B|"En función del tipo de enlace explique por qué:
a) Una disolución acuosa de Cu(NO;), conduce la electricidad.
b) El SiH , es insoluble en agua y el NaCI es soluble.
c) El punto de fusión del etano es bajo. ."
enlace_quimico|2010|Reserva 3|Ejercicio 3 Opción B|"Para la molécula CH ¿Cl :
a) Establezca su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
b) Razone si es una molécula polar.
c) Indique la hibridación del átomo central."
enlace_quimico|2010|Reserva 4|Ejercicio 3 Opción B|"Dadas las siguientes sustancias: Cu, CaO, I,, indique razonadamente:
a) Cuál conduce la electricidad en estado líquido pero es aislante en estado sólido.
b) Cuál es un sólido que sublima fácilmente.
c) Cuál es un sólido que no es frágil y se puede estirar en hilos o láminas."
enlace_quimico|2011|Reserva 1|Ejercicio 2 Opción B|"Responda razonadamente a las siguientes cuestiones:
a) Por qué a 25 “C y 1 atm el agua es un líquido y el sulfuro de hidrógeno es un gas.
b) Qué compuesto será más soluble en agua, el yoduro de sodio o el yoduro de cesio.
c) Discuta la polaridad de las moléculas de NH , y de yodo molecular, respectivamente."
enlace_quimico|2011|Reserva 2|Ejercicio 2 Opción A|"Dadas las especies Cl ,, KCI, Fe y H,O:
a) Indique el tipo de enlace que presenta cada una.
b) ¿Qué tipo de interacción hay que vencer para fundirlas cuando están en estado sólido?
c) Razone qué especies conducirán la corriente eléctrica en estado sólido, cuáles lo harán en
estado fundido y cuáles no conducirán la corriente en ningún caso."
enlace_quimico|2011|Reserva 3|Ejercicio 2 Opción A|"Dadas las moléculas NH, y CCI,:
a) Represente sus estructuras de Lewis.
b) Deduzca sus geometrías mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
c) Justifique la polaridad de los enlaces N—H y C—CI y de las moléculas NH, y CCI,"
enlace_quimico|2011|Reserva 4|Ejercicio 3 Opción B|"Dadas las moléculas BeF, y CH;C1:
a) Represente sus estructuras de Lewis.
b) Establezca sus geometrías mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
e) Justifique si esas moléculas son polares. ."
enlace_quimico|2011|Septiembre|Ejercicio 3 Opción B|"Dadas las moléculas BF,, BeCl,y H,O:
a) Escriba las estructuras de Lewis de las mismas.
b) Explique su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa de
Valencia.
ce) Indique la hibridación del átomo central"
enlace_quimico|2011|Reserva 1|Ejercicio 2 Opción B|"Responda razonadamente a las siguientes cuestiones:
a) Por qué a 25 “C y 1 atm el agua es un líquido y el sulfuro de hidrógeno es un gas.
b) Qué compuesto será más soluble en agua, el yoduro de sodio o el yoduro de cesio.
c) Discuta la polaridad de las moléculas de NH , y de yodo molecular, respectivamente."
enlace_quimico|2011|Reserva 2|Ejercicio 2 Opción A|"Dadas las especies Cl ,, KCI, Fe y H,O:
a) Indique el tipo de enlace que presenta cada una.
b) ¿Qué tipo de interacción hay que vencer para fundirlas cuando están en estado sólido?
c) Razone qué especies conducirán la corriente eléctrica en estado sólido, cuáles lo harán en
estado fundido y cuáles no conducirán la corriente en ningún caso."
enlace_quimico|2011|Reserva 3|Ejercicio 2 Opción A|"Dadas las moléculas NH, y CCI,:
a) Represente sus estructuras de Lewis.
b) Deduzca sus geometrías mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
c) Justifique la polaridad de los enlaces N—H y C—CI y de las moléculas NH, y CCI,"
enlace_quimico|2011|Reserva 4|Ejercicio 3 Opción B|"Dadas las moléculas BeF, y CH;C1:
a) Represente sus estructuras de Lewis.
b) Establezca sus geometrías mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
e) Justifique si esas moléculas son polares. ."
enlace_quimico|2011|Septiembre|Ejercicio 3 Opción B|"Dadas las moléculas BF,, BeCl,y H,O:
a) Escriba las estructuras de Lewis de las mismas.
b) Explique su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa de
Valencia.
ce) Indique la hibridación del átomo central"
enlace_quimico|2012|Junio|Ejercicio 2 Opcion A|"Dados los siguientes compuestos NaF,CH, y CH,OH:
a) Indique el tipo de enlace.
b) Ordene de mayor a menor según su punto de ebullición. Razone la respuesta.
c) Justifique la solubilidad o no en agua. ."
enlace_quimico|2012|Reserva 1|Ejercicio 2 Opcion A|"Para las moléculas de tricloruro de boro, dihidruro de berilio y amoníaco, indique:
a) El número de pares de electrones sin compartir en cada átomo.
b) La geometría de cada molécula utilizando la teoría de repulsión de pares de electrones de la
capa de valencia.
e) La hibridación del átomo central. ."
enlace_quimico|2012|Reserva 3|Ejercicio 3 Opción B|"Para las moléculas: H,O, CHCI; y NH;. Indique, justificando la respuesta:
a) El número de pares de electrones sin compartir del átomo central.
b) La geometría de cada molécula según la teoría de repulsión de pares de electrones de la capa
de valencia.
ce) La polaridad de cada molécula."
enlace_quimico|2012|Reserva 4|Ejercicio 3 Opción B|"En las siguientes moléculas, H,S ; N, y CH,OH:
a) Represéntelas mediante un diagrama de Lewis.
b) Justifique razonadamente la polaridad de las moléculas.
c) Identifique las fuerzas intermoleculares que actuarán cuando se encuentran en estado
líquido."
enlace_quimico|2012|Septiembre|Ejercicio 2 Opción B|"Dadas las siguientes moléculas F, ; CS, ; C,H,; C,H, ; N, ; NH
estructura de Lewis en qué moléculas:
a) Todos los enlaces son simples.
3» Justifique mediante la
b) Existe algún enlace doble.
C) Existe algún enlace triple."
enlace_quimico|2012|Junio|Ejercicio 2 Opcion A|"Dados los siguientes compuestos NaF,CH, y CH,OH:
a) Indique el tipo de enlace.
b) Ordene de mayor a menor según su punto de ebullición. Razone la respuesta.
c) Justifique la solubilidad o no en agua. ."
enlace_quimico|2012|Reserva 1|Ejercicio 2 Opcion A|"Para las moléculas de tricloruro de boro, dihidruro de berilio y amoníaco, indique:
a) El número de pares de electrones sin compartir en cada átomo.
b) La geometría de cada molécula utilizando la teoría de repulsión de pares de electrones de la
capa de valencia.
e) La hibridación del átomo central. ."
enlace_quimico|2012|Reserva 3|Ejercicio 3 Opción B|"Para las moléculas: H,O, CHCI; y NH;. Indique, justificando la respuesta:
a) El número de pares de electrones sin compartir del átomo central.
b) La geometría de cada molécula según la teoría de repulsión de pares de electrones de la capa
de valencia.
ce) La polaridad de cada molécula."
enlace_quimico|2012|Reserva 4|Ejercicio 3 Opción B|"En las siguientes moléculas, H,S ; N, y CH,OH:
a) Represéntelas mediante un diagrama de Lewis.
b) Justifique razonadamente la polaridad de las moléculas.
c) Identifique las fuerzas intermoleculares que actuarán cuando se encuentran en estado
líquido."
enlace_quimico|2012|Septiembre|Ejercicio 2 Opción B|"Dadas las siguientes moléculas F, ; CS, ; C,H,; C,H, ; N, ; NH
estructura de Lewis en qué moléculas:
a) Todos los enlaces son simples.
3» Justifique mediante la
b) Existe algún enlace doble.
C) Existe algún enlace triple."
enlace_quimico|2013|Junio|Ejercicio 2 Opción B|"Dadas las siguientes sustancias: Cu,CaO y I,, indique razonadamente:
a) Cuál conduce la electricidad en estado líquido pero es aislante en estado sólido.
b) Cuál es un sólido que sublima fácilmente.
c) Cual es un sólido que no es frágil y se puede estirar en hilos o láminas."
enlace_quimico|2013|Reserva 1|Ejercicio 2 Opción A|"Para las moléculas BCl ; y NH;:
a) Justifique el número de pares de electrones sin compartir de cada átomo central.
b) Justifique la geometría de cada molécula según la teoría de Repulsión de Pares de Electrones
de la Capa de Valencia.
c) Indique la hibridación del átomo central."
enlace_quimico|2013|Reserva 1|Ejercicio 6 Opción B|"a) Establezca el ciclo termoquímico de Born-Haber para la formación de CaCl,(s) .
b) Calcule la afinidad electrónica del cloro.
Datos: Entalpía de formación del CaCl,(s)=-748 kJ/mol ; Energía de sublimación del calcio
= 178,2 kJ/mol; Primer potencial de ionización del calcio = 590 kJ/mol; Segundo potencial de
ionización del calcio = 1145 kJ/mol; Energía de disociación del enlace Cl-—Cl= 243 kJ/mol ;
Energía reticular del CaCl,(s) =—2258 kJ/mol ."
enlace_quimico|2013|Reserva 2|Ejercicio 3 Opción B|"En los siguientes compuestos: SiF, y BeCl,.
a) Justifique la geometría de estas moléculas mediante la teoría de Repulsión de Pares de
Electrones de la Capa de Valencia.
b) ¿Qué orbitales híbridos presenta el átomo central de cada uno de los compuestos?
€) Razone si son moléculas polares."
enlace_quimico|2013|Reserva 4|Ejercicio 3 Opción B|"Conteste razonadamente a las siguientes cuestiones:
a) ¿En la molécula de N, hay algún enlace múltiple?
b) ¿Puede una molécula triatómica ( AB ,) ser lineal?
c) ¿Por qué el punto de fusión del BaO es mayor que el del BaCl,?"
enlace_quimico|2013|Septiembre|Ejercicio 2 Opcion A|"Conteste razonadamente a las siguientes cuestiones:
a) ¿Por qué el momento dipolar del hidruro de berilio es nulo y el del sulfuro de hidrógeno no
lo es?
b) ¿Es lo mismo “enlace covalente polar” que “enlace covalente dativo o coordinado”?
€) ¿Por qué es más soluble en agua el etanol que el etano?"
enlace_quimico|2013|Junio|Ejercicio 2 Opción B|"Dadas las siguientes sustancias: Cu,CaO y I,, indique razonadamente:
a) Cuál conduce la electricidad en estado líquido pero es aislante en estado sólido.
b) Cuál es un sólido que sublima fácilmente.
c) Cual es un sólido que no es frágil y se puede estirar en hilos o láminas."
enlace_quimico|2013|Reserva 1|Ejercicio 2 Opción A|"Para las moléculas BCl ; y NH;:
a) Justifique el número de pares de electrones sin compartir de cada átomo central.
b) Justifique la geometría de cada molécula según la teoría de Repulsión de Pares de Electrones
de la Capa de Valencia.
c) Indique la hibridación del átomo central."
enlace_quimico|2013|Reserva 1|Ejercicio 6 Opción B|"a) Establezca el ciclo termoquímico de Born-Haber para la formación de CaCl,(s) .
b) Calcule la afinidad electrónica del cloro.
Datos: Entalpía de formación del CaCl,(s)=-748 kJ/mol ; Energía de sublimación del calcio
= 178,2 kJ/mol; Primer potencial de ionización del calcio = 590 kJ/mol; Segundo potencial de
ionización del calcio = 1145 kJ/mol; Energía de disociación del enlace Cl-—Cl= 243 kJ/mol ;
Energía reticular del CaCl,(s) =—2258 kJ/mol ."
enlace_quimico|2013|Reserva 2|Ejercicio 3 Opción B|"En los siguientes compuestos: SiF, y BeCl,.
a) Justifique la geometría de estas moléculas mediante la teoría de Repulsión de Pares de
Electrones de la Capa de Valencia.
b) ¿Qué orbitales híbridos presenta el átomo central de cada uno de los compuestos?
€) Razone si son moléculas polares."
enlace_quimico|2013|Reserva 4|Ejercicio 3 Opción B|"Conteste razonadamente a las siguientes cuestiones:
a) ¿En la molécula de N, hay algún enlace múltiple?
b) ¿Puede una molécula triatómica ( AB ,) ser lineal?
c) ¿Por qué el punto de fusión del BaO es mayor que el del BaCl,?"
enlace_quimico|2013|Septiembre|Ejercicio 2 Opcion A|"Conteste razonadamente a las siguientes cuestiones:
a) ¿Por qué el momento dipolar del hidruro de berilio es nulo y el del sulfuro de hidrógeno no
lo es?
b) ¿Es lo mismo “enlace covalente polar” que “enlace covalente dativo o coordinado”?
€) ¿Por qué es más soluble en agua el etanol que el etano?"
enlace_quimico|2014|Junio|Ejercicio 3 Opción B|"a) Deduzca la geometría de las moléculas BCl , y H,S aplicando la teoría de Repulsión de
Pares de Electrones de la Capa de Valencia.
b) Explique si las moléculas anteriores son polares.
ce) Indique la hibridación que posee el átomo central."
enlace_quimico|2014|Reserva 2|Ejercicio 2 Opcióon A|"Razone si los siguientes enunciados son verdaderos o falsos:
a) Los compuestos covalentes conducen la corriente eléctrica.
b) Todos los compuestos covalentes tienen puntos de fusión elevados.
c) Todos los compuestos iónicos, disueltos en agua, son buenos conductores de la electricidad."
enlace_quimico|2014|Reserva 3|Ejercicio 2 Opcióon A|"Explique razonadamente si las siguientes afirmaciones son verdaderas o falsas:
a) El agua pura no conduce la electricidad.
b) El NaCl en estado sólido conduce la electricidad.
c) La disolución formada por NaCI en agua conduce la electricidad."
enlace_quimico|2014|Reserva 4|Ejercicio 3 Opción B|"Para las siguientes moléculas: NH ; y BeH,.
a) Escriba sus estructuras de Lewis.
b) Justifique la polaridad de las mismas.
€) Razone si alguna de las moléculas anteriores puede formar enlaces de hidrógeno."
enlace_quimico|2014|Septiembre|Ejercicio 2 Opción B|"Razone si las siguientes afirmaciones son verdaderas o falsas:
a) El etano tiene un punto de ebullición más alto que el etanol.
b) El tetracloruro de carbono es una molécula apolar.
€) El MgO es más soluble en agua que el BaO. ."
enlace_quimico|2014|Junio|Ejercicio 3 Opción B|"a) Deduzca la geometría de las moléculas BCl , y H,S aplicando la teoría de Repulsión de
Pares de Electrones de la Capa de Valencia.
b) Explique si las moléculas anteriores son polares.
ce) Indique la hibridación que posee el átomo central."
enlace_quimico|2014|Reserva 2|Ejercicio 2 Opcióon A|"Razone si los siguientes enunciados son verdaderos o falsos:
a) Los compuestos covalentes conducen la corriente eléctrica.
b) Todos los compuestos covalentes tienen puntos de fusión elevados.
c) Todos los compuestos iónicos, disueltos en agua, son buenos conductores de la electricidad."
enlace_quimico|2014|Reserva 3|Ejercicio 2 Opcióon A|"Explique razonadamente si las siguientes afirmaciones son verdaderas o falsas:
a) El agua pura no conduce la electricidad.
b) El NaCl en estado sólido conduce la electricidad.
c) La disolución formada por NaCI en agua conduce la electricidad."
enlace_quimico|2014|Reserva 4|Ejercicio 3 Opción B|"Para las siguientes moléculas: NH ; y BeH,.
a) Escriba sus estructuras de Lewis.
b) Justifique la polaridad de las mismas.
€) Razone si alguna de las moléculas anteriores puede formar enlaces de hidrógeno."
enlace_quimico|2014|Septiembre|Ejercicio 2 Opción B|"Razone si las siguientes afirmaciones son verdaderas o falsas:
a) El etano tiene un punto de ebullición más alto que el etanol.
b) El tetracloruro de carbono es una molécula apolar.
€) El MgO es más soluble en agua que el BaO. ."
enlace_quimico|2015|Junio|Ejercicio 2 Opción A|"a) Razone si una molécula de fórmula AB, debe ser siempre lineal.
b) Justifique quién debe tener un punto de fusión mayor, el CsI o el CaO.
c) Ponga un ejemplo de una molécula con un átomo de nitrógeno con hibridación sp? y
justifíquelo. ."
enlace_quimico|2015|Reserva 1|Ejercicio 2 Opción A|"Para las siguientes moléculas: NF, y SiF,
a) Escriba las estructuras de Lewis.
b) Prediga la geometría molecular mediante la aplicación del método de la teoría de Repulsión
de Pares de Electrones de la Capa de Valencia.
e) Justifique la polaridad de las moléculas."
enlace_quimico|2015|Reserva 2|Ejercicio 2 Opción B|"Dadas las sustancias: N ,, KF, H,S, PH,, C,H, y Na,0, indique razonadamente cuáles
presentan:
a) Enlaces covalentes con momento dipolar resultante distinto de cero.
b) Enlaces iónicos.
c) Enlaces múltiples."
enlace_quimico|2015|Reserva 4|Ejercicio 3 Opción B|"En función del tipo de enlace explique por qué:
a) El NH ; tiene un punto de ebullición más alto que el CH ,.
b) El KCI tiene un punto de fusión mayor que el Cl,.
c) El CH , es poco soluble en agua y el KCI es muy soluble."
enlace_quimico|2015|Septiembre|Ejercicio 3 Opción B|"Indica, razonadamente, si cada una de las siguientes proposiciones es verdadera o falsa:
a) Según el método RPECV, la molécula de amoniaco se ajusta a una geometría tetraédrica.
b) En las moléculas SiH , y H,S, en los dos casos el átomo central presenta hibridación sp”.
c) La geometría de la molécula BCI ; es plana triangular."
enlace_quimico|2015|Junio|Ejercicio 2 Opción A|"a) Razone si una molécula de fórmula AB, debe ser siempre lineal.
b) Justifique quién debe tener un punto de fusión mayor, el CsI o el CaO.
c) Ponga un ejemplo de una molécula con un átomo de nitrógeno con hibridación sp? y
justifíquelo. ."
enlace_quimico|2015|Reserva 1|Ejercicio 2 Opción A|"Para las siguientes moléculas: NF, y SiF,
a) Escriba las estructuras de Lewis.
b) Prediga la geometría molecular mediante la aplicación del método de la teoría de Repulsión
de Pares de Electrones de la Capa de Valencia.
e) Justifique la polaridad de las moléculas."
enlace_quimico|2015|Reserva 2|Ejercicio 2 Opción B|"Dadas las sustancias: N ,, KF, H,S, PH,, C,H, y Na,0, indique razonadamente cuáles
presentan:
a) Enlaces covalentes con momento dipolar resultante distinto de cero.
b) Enlaces iónicos.
c) Enlaces múltiples."
enlace_quimico|2015|Reserva 4|Ejercicio 3 Opción B|"En función del tipo de enlace explique por qué:
a) El NH ; tiene un punto de ebullición más alto que el CH ,.
b) El KCI tiene un punto de fusión mayor que el Cl,.
c) El CH , es poco soluble en agua y el KCI es muy soluble."
enlace_quimico|2015|Septiembre|Ejercicio 3 Opción B|"Indica, razonadamente, si cada una de las siguientes proposiciones es verdadera o falsa:
a) Según el método RPECV, la molécula de amoniaco se ajusta a una geometría tetraédrica.
b) En las moléculas SiH , y H,S, en los dos casos el átomo central presenta hibridación sp”.
c) La geometría de la molécula BCI ; es plana triangular."
enlace_quimico|2016|Junio|Ejercicio 2 Opción A|"Para las especies HBr, NaBr y Br,, determine razonadamente:
a) El tipo de enlace que predominará en ellas.
b) Cuál de ellas tendrá mayor punto de fusión.
c) Cuál es la especie menos soluble en agua."
enlace_quimico|2016|Reserva 1|Ejercicio 3 Opción B|"Explique, razonadamente, qué tipo de fuerzas hay que vencer para:
a) Fundir hielo.
b) Disolver NaCIl.
c) Sublimar I,."
enlace_quimico|2016|Reserva 2|Ejercicio 2 Opción A|"a) ¿Por qué, a 1 atm de presión y a 25*C, el H,O es un líquido y el H ,S es un gas?
b) ¿Qué compuesto será más soluble en agua, CaO o CsI?
c) ¿Son polares las moléculas de H ,O y de 1,?"
enlace_quimico|2016|Septiembre|Ejercicio 3 Opción B|"Dadas las moléculas BF, y PF,:
a) Represente sus estructuras de Lewis.
b) Prediga razonadamente la geometría de cada una de ellas según TRPECV.
c) Determine, razonadamente, si estas moléculas son polares."
enlace_quimico|2016|Junio|Ejercicio 2 Opción A|"Para las especies HBr, NaBr y Br,, determine razonadamente:
a) El tipo de enlace que predominará en ellas.
b) Cuál de ellas tendrá mayor punto de fusión.
c) Cuál es la especie menos soluble en agua."
enlace_quimico|2016|Reserva 1|Ejercicio 3 Opción B|"Explique, razonadamente, qué tipo de fuerzas hay que vencer para:
a) Fundir hielo.
b) Disolver NaCIl.
c) Sublimar I,."
enlace_quimico|2016|Reserva 2|Ejercicio 2 Opción A|"a) ¿Por qué, a 1 atm de presión y a 25*C, el H,O es un líquido y el H ,S es un gas?
b) ¿Qué compuesto será más soluble en agua, CaO o CsI?
c) ¿Son polares las moléculas de H ,O y de 1,?"
enlace_quimico|2016|Septiembre|Ejercicio 3 Opción B|"Dadas las moléculas BF, y PF,:
a) Represente sus estructuras de Lewis.
b) Prediga razonadamente la geometría de cada una de ellas según TRPECV.
c) Determine, razonadamente, si estas moléculas son polares."
enlace_quimico|2017|Junio|Ejercicio 3 Opción B|"a) Represente las estructuras de Lewis de las moléculas de H ,O y de NF;.
b) Justifique la geometría de estas moléculas según la teoría de Repulsión de Pares de
Electrones de la Capa de Valencia.
c) Explique cuál de ellas presenta mayor punto de ebullición."
enlace_quimico|2017|Reserva 1|Ejercicio 2 Opción B|"Dadas las siguientes especies químicas NCI, y BCl;:
a) Explique por qué el tricloruro de nitrógeno presenta carácter polar y, sin embargo, el
tricloruro de boro es apolar.
b) ¿Cuál de las dos sustancias será soluble en agua? Justifique su respuesta.
c) Indique la hibridación del átomo central en cada una de las especies."
enlace_quimico|2017|Reserva 2|Ejercicio 2 Opción B|"Justifique la veracidad o falsedad de las siguientes afirmaciones:
a) El CsCI es un sólido cristalino conductor de la electricidad.
b) El H,S tiene un punto de ebullición más bajo que el H,O.
€) El cloruro de sodio es soluble en agua."
enlace_quimico|2017|Reserva 3|Ejercicio 2 Opción A|"a) Explique, en función de las interacciones moleculares, por qué el NH ; tiene un punto de
ebullición más alto que el CH ,.
b) Explique, en función de las interacciones moleculares, por qué el CH, tiene un punto de
ebullición más bajo que el C ,H ¿.
c) Indique cuántos enlaces 7 y cuántos o tienen las moléculas de nitrógeno y oxígeno."
enlace_quimico|2017|Reserva 4|Ejercicio 3 Opcion A|"De entre las sustancias siguientes: Cu, NaF y HF, elija, justificadamente, la más representativa
en los aspectos que se indican a continuación:
a) Sustancia no metálica de punto de fusión muy elevado.
b) Sustancia con conductividad térmica y eléctrica en estado natural.
€) Sustancia que presenta puentes de hidrógeno. ."
enlace_quimico|2017|Septiembre|Ejercicio 3 Opción B|"En función del tipo de enlace conteste, razonando la respuesta:
a) ¿Tiene CH ¿OH un punto de ebullición más alto que el CH ,?.
b) ¿Tiene el KCI un punto de fusión mayor que el Cl ,?.
c) ¿Cuál de estas sustancias es soluble en agua CCI , o KCI?."
enlace_quimico|2017|Junio|Ejercicio 3 Opción B|"a) Represente las estructuras de Lewis de las moléculas de H ,O y de NF;.
b) Justifique la geometría de estas moléculas según la teoría de Repulsión de Pares de
Electrones de la Capa de Valencia.
c) Explique cuál de ellas presenta mayor punto de ebullición."
enlace_quimico|2017|Reserva 1|Ejercicio 2 Opción B|"Dadas las siguientes especies químicas NCI, y BCl;:
a) Explique por qué el tricloruro de nitrógeno presenta carácter polar y, sin embargo, el
tricloruro de boro es apolar.
b) ¿Cuál de las dos sustancias será soluble en agua? Justifique su respuesta.
c) Indique la hibridación del átomo central en cada una de las especies."
enlace_quimico|2017|Reserva 2|Ejercicio 2 Opción B|"Justifique la veracidad o falsedad de las siguientes afirmaciones:
a) El CsCI es un sólido cristalino conductor de la electricidad.
b) El H,S tiene un punto de ebullición más bajo que el H,O.
€) El cloruro de sodio es soluble en agua."
enlace_quimico|2017|Reserva 3|Ejercicio 2 Opción A|"a) Explique, en función de las interacciones moleculares, por qué el NH ; tiene un punto de
ebullición más alto que el CH ,.
b) Explique, en función de las interacciones moleculares, por qué el CH, tiene un punto de
ebullición más bajo que el C ,H ¿.
c) Indique cuántos enlaces 7 y cuántos o tienen las moléculas de nitrógeno y oxígeno."
enlace_quimico|2017|Reserva 4|Ejercicio 3 Opcion A|"De entre las sustancias siguientes: Cu, NaF y HF, elija, justificadamente, la más representativa
en los aspectos que se indican a continuación:
a) Sustancia no metálica de punto de fusión muy elevado.
b) Sustancia con conductividad térmica y eléctrica en estado natural.
€) Sustancia que presenta puentes de hidrógeno. ."
enlace_quimico|2017|Septiembre|Ejercicio 3 Opción B|"En función del tipo de enlace conteste, razonando la respuesta:
a) ¿Tiene CH ¿OH un punto de ebullición más alto que el CH ,?.
b) ¿Tiene el KCI un punto de fusión mayor que el Cl ,?.
c) ¿Cuál de estas sustancias es soluble en agua CCI , o KCI?."
enlace_quimico|2018|Junio|Ejercicio 3 Opción B|"Las configuraciones electrónicas de dos átomos A y B son 1s” 2s?2p* y 1s” 2s”2p5,
respectivamente. Explique razonadamente:
a) El tipo de enlace que se establece entre ambos elementos para obtener el compuesto AB ,.
b) La geometría según la TRPECV del compuesto AB ;.
ce) La polaridad del compuesto AB ; y su solubilidad en agua."
enlace_quimico|2018|Reserva 1|Ejercicio 2 Opción B|"a) Dibuje la molécula de eteno (CH, =CH),), indicando la hibridación de los átomos de
carbono y todos los enlaces e y 7 presentes.
b) Realice el diagrama de Lewis de la molécula CH ;Cl .
c) Justifique la polaridad de la molécula PH;, basándose en la aplicación de la TRPECV"
enlace_quimico|2018|Reserva 2|Ejercicio 3 Opción B|"Dados los siguientes compuestos: LiCl, CH ,, H,O y HF, indique razonadamente:
a) El tipo de enlace que presentan.
b) Cuáles de las moléculas covalentes son polares.
c) Cuáles de las moléculas covalentes pueden presentar puntos de fusión y ebullición mayores
de lo esperado."
enlace_quimico|2018|Reserva 3|Ejercicio 2 Opción B|"De entre las siguientes sustancias NaBr, CCI , y Cu, responda razonadamente a las siguientes
cuestiones:
a) ¿Cuáles conducen la electricidad en disolución o en estado sólido?
b) ¿Cuál será la de menor punto de ebullición?
c) ¿Cuáles serán insolubles en agua?"
enlace_quimico|2018|Reserva 4|Ejercicio 2 Opción A|"Para la molécula CH ,Cl, indique razonadamente:
a) Su geometría aplicando la teoría de RPECV.
b) El carácter polar o no polar de dicha molécula.
e) La hibridación del átomo central."
enlace_quimico|2018|Septiembre|Ejercicio 3 Opción A|"Explique, en función del tipo de enlace, las siguientes afirmaciones:
a) El cloruro de sodio tiene un punto de fusión de 800*%C, en cambio, el Cl, es un gas a
temperatura ambiente.
b) El diamante no conduce la corriente eléctrica mientras que el níquel sí lo hace.
€) La temperatura de fusión del agua es menor que la del cobre."
